code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
E89.140,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 140,Electrolyte imbalance - variant 140 specific presentation or complication.,electrolyte imbalance - variant 140|electrolyte|unspecified,leaf
F64.140,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 140,Major depressive disorder - variant 140 specific presentation or complication.,major depressive disorder - variant 140|major|unspecified,leaf
F62.140,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 140,Anxiety disorder - variant 140 specific presentation or complication.,anxiety disorder - variant 140|anxiety|unspecified,leaf
F91.140,F,Mental and behavioural disorders,F91,Substance use disorder - variant 140,Substance use disorder - variant 140 specific presentation or complication.,substance use disorder - variant 140|substance|unspecified,leaf
F26.140,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 140,Schizophrenia spectrum - variant 140 specific presentation or complication.,schizophrenia spectrum - variant 140|schizophrenia|unspecified,leaf
G13.140,G,Diseases of the nervous system,G13,Epilepsy - variant 140,Epilepsy - variant 140 specific presentation or complication.,epilepsy - variant 140|epilepsy|unspecified,leaf
G59.140,G,Diseases of the nervous system,G59,Parkinsonism - variant 140,Parkinsonism - variant 140 specific presentation or complication.,parkinsonism - variant 140|parkinsonism|unspecified,leaf
G97.140,G,Diseases of the nervous system,G97,Migraine - variant 140,Migraine - variant 140 specific presentation or complication.,migraine - variant 140|migraine|unspecified,leaf
G64.140,G,Diseases of the nervous system,G64,Neuropathy - variant 140,Neuropathy - variant 140 specific presentation or complication.,neuropathy - variant 140|neuropathy|unspecified,leaf
I37.140,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 140,Hypertensive disease - variant 140 specific presentation or complication.,hypertensive disease - variant 140|hypertensive|unspecified,leaf
I55.140,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 140,Ischemic heart disease - variant 140 specific presentation or complication.,ischemic heart disease - variant 140|ischemic|unspecified,leaf
I38.140,I,Diseases of the circulatory system,I38,Heart failure - variant 140,Heart failure - variant 140 specific presentation or complication.,heart failure - variant 140|heart|unspecified,leaf
I66.140,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 140,Cerebrovascular disease - variant 140 specific presentation or complication.,cerebrovascular disease - variant 140|cerebrovascular|unspecified,leaf
I22.140,I,Diseases of the circulatory system,I22,Arrhythmia - variant 140,Arrhythmia - variant 140 specific presentation or complication.,arrhythmia - variant 140|arrhythmia|unspecified,leaf
J52.140,J,Diseases of the respiratory system,J52,Pneumonia - variant 140,Pneumonia - variant 140 specific presentation or complication.,pneumonia - variant 140|pneumonia|unspecified,leaf
J60.140,J,Diseases of the respiratory system,J60,Asthma - variant 140,Asthma - variant 140 specific presentation or complication.,asthma - variant 140|asthma|unspecified,leaf
J35.140,J,Diseases of the respiratory system,J35,COPD - variant 140,COPD - variant 140 specific presentation or complication.,copd - variant 140|copd|unspecified,leaf
J18.140,J,Diseases of the respiratory system,J18,Respiratory failure - variant 140,Respiratory failure - variant 140 specific presentation or complication.,respiratory failure - variant 140|respiratory|unspecified,leaf
K13.140,K,Diseases of the digestive system,K13,Gastritis - variant 140,Gastritis - variant 140 specific presentation or complication.,gastritis - variant 140|gastritis|unspecified,leaf
K19.140,K,Diseases of the digestive system,K19,Peptic ulcer - variant 140,Peptic ulcer - variant 140 specific presentation or complication.,peptic ulcer - variant 140|peptic|unspecified,leaf
K26.140,K,Diseases of the digestive system,K26,Liver disease - variant 140,Liver disease - variant 140 specific presentation or complication.,liver disease - variant 140|liver|unspecified,leaf
K20.140,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 140,Pancreatic disorder - variant 140 specific presentation or complication.,pancreatic disorder - variant 140|pancreatic|unspecified,leaf
K36.140,K,Diseases of the digestive system,K36,IBD - variant 140,IBD - variant 140 specific presentation or complication.,ibd - variant 140|ibd|unspecified,leaf
M80.140,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 140,Osteoarthritis - variant 140 specific presentation or complication.,osteoarthritis - variant 140|osteoarthritis|unspecified,leaf
M74.140,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 140,Rheumatoid arthritis - variant 140 specific presentation or complication.,rheumatoid arthritis - variant 140|rheumatoid|unspecified,leaf
M69.140,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 140,Low back pain - variant 140 specific presentation or complication.,low back pain - variant 140|low|unspecified,leaf
M54.140,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 140,Osteoporosis - variant 140 specific presentation or complication.,osteoporosis - variant 140|osteoporosis|unspecified,leaf
N32.140,N,Diseases of the genitourinary system,N32,CKD - variant 140,CKD - variant 140 specific presentation or complication.,ckd - variant 140|ckd|unspecified,leaf
N24.140,N,Diseases of the genitourinary system,N24,UTI - variant 140,UTI - variant 140 specific presentation or complication.,uti - variant 140|uti|unspecified,leaf
N38.140,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 140,Nephrolithiasis - variant 140 specific presentation or complication.,nephrolithiasis - variant 140|nephrolithiasis|unspecified,leaf
N48.140,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 140,Prostate disorder - variant 140 specific presentation or complication.,prostate disorder - variant 140|prostate|unspecified,leaf
N77.140,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 140,Gynecologic disorder - variant 140 specific presentation or complication.,gynecologic disorder - variant 140|gynecologic|unspecified,leaf
A82.141,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 141,Sepsis - variant 141 specific presentation or complication.,sepsis - variant 141|sepsis|unspecified,leaf
A79.141,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 141,Viral infection - variant 141 specific presentation or complication.,viral infection - variant 141|viral|unspecified,leaf
A25.141,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 141,Bacterial infection - variant 141 specific presentation or complication.,bacterial infection - variant 141|bacterial|unspecified,leaf
A26.141,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 141,Mycosis - variant 141 specific presentation or complication.,mycosis - variant 141|mycosis|unspecified,leaf
A73.141,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 141,Parasitic disease - variant 141 specific presentation or complication.,parasitic disease - variant 141|parasitic|unspecified,leaf
C19.141,C,Neoplasms,C19,Malignant neoplasm of organ - variant 141,Malignant neoplasm of organ - variant 141 specific presentation or complication.,malignant neoplasm of organ - variant 141|malignant|unspecified,leaf
C76.141,C,Neoplasms,C76,Benign neoplasm - variant 141,Benign neoplasm - variant 141 specific presentation or complication.,benign neoplasm - variant 141|benign|unspecified,leaf
C23.141,C,Neoplasms,C23,In situ neoplasm - variant 141,In situ neoplasm - variant 141 specific presentation or complication.,in situ neoplasm - variant 141|in|unspecified,leaf
C25.141,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 141,Neoplasm of uncertain behavior - variant 141 specific presentation or complication.,neoplasm of uncertain behavior - variant 141|neoplasm|unspecified,leaf
E25.141,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 141,Type 2 diabetes - variant 141 specific presentation or complication.,type 2 diabetes - variant 141|type|unspecified,leaf
E90.141,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 141,Thyroid disorder - variant 141 specific presentation or complication.,thyroid disorder - variant 141|thyroid|unspecified,leaf
E19.141,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 141,Lipid disorder - variant 141 specific presentation or complication.,lipid disorder - variant 141|lipid|unspecified,leaf
E22.141,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 141,Obesity - variant 141 specific presentation or complication.,obesity - variant 141|obesity|unspecified,leaf
E89.141,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 141,Electrolyte imbalance - variant 141 specific presentation or complication.,electrolyte imbalance - variant 141|electrolyte|unspecified,leaf
F64.141,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 141,Major depressive disorder - variant 141 specific presentation or complication.,major depressive disorder - variant 141|major|unspecified,leaf
F62.141,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 141,Anxiety disorder - variant 141 specific presentation or complication.,anxiety disorder - variant 141|anxiety|unspecified,leaf
F91.141,F,Mental and behavioural disorders,F91,Substance use disorder - variant 141,Substance use disorder - variant 141 specific presentation or complication.,substance use disorder - variant 141|substance|unspecified,leaf
F26.141,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 141,Schizophrenia spectrum - variant 141 specific presentation or complication.,schizophrenia spectrum - variant 141|schizophrenia|unspecified,leaf
G13.141,G,Diseases of the nervous system,G13,Epilepsy - variant 141,Epilepsy - variant 141 specific presentation or complication.,epilepsy - variant 141|epilepsy|unspecified,leaf
G59.141,G,Diseases of the nervous system,G59,Parkinsonism - variant 141,Parkinsonism - variant 141 specific presentation or complication.,parkinsonism - variant 141|parkinsonism|unspecified,leaf
G97.141,G,Diseases of the nervous system,G97,Migraine - variant 141,Migraine - variant 141 specific presentation or complication.,migraine - variant 141|migraine|unspecified,leaf
G64.141,G,Diseases of the nervous system,G64,Neuropathy - variant 141,Neuropathy - variant 141 specific presentation or complication.,neuropathy - variant 141|neuropathy|unspecified,leaf
I37.141,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 141,Hypertensive disease - variant 141 specific presentation or complication.,hypertensive disease - variant 141|hypertensive|unspecified,leaf
I55.141,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 141,Ischemic heart disease - variant 141 specific presentation or complication.,ischemic heart disease - variant 141|ischemic|unspecified,leaf
I38.141,I,Diseases of the circulatory system,I38,Heart failure - variant 141,Heart failure - variant 141 specific presentation or complication.,heart failure - variant 141|heart|unspecified,leaf
I66.141,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 141,Cerebrovascular disease - variant 141 specific presentation or complication.,cerebrovascular disease - variant 141|cerebrovascular|unspecified,leaf
I22.141,I,Diseases of the circulatory system,I22,Arrhythmia - variant 141,Arrhythmia - variant 141 specific presentation or complication.,arrhythmia - variant 141|arrhythmia|unspecified,leaf
